Text;Top5%;Emoji_1;Emoji_2;Emoji_3;Emoji_4;Emoji_5;Pct_1;Pct_2;Pct_3;Pct_4;Pct_5
"JOE
</b>                 Whaddaya mean, give it to me when
                 we leave, give it back now.";0.40821331739425659;48;16;24;11;42;0.121293;0.0907116;0.0861178;0.0706763;0.0394144
"MR. WHITE
</b>                 For the past fifteen minutes now,
                 you've just been droning on with
                 names.  ""Toby...Toby...Toby...
                 Toby Wong...Toby Wong...Toby
                 Chung...fuckin Charlie Chan.""  I
                 got Madonna's big dick outta my
                 right ear, and Toby Jap I-don't-
                 know-what, outta my left.";0.25227520242333412;16;24;42;25;11;0.0576367;0.0575552;0.0481225;0.0456164;0.0433444
"JOE
</b>                 What do you care?";0.4866180531680584;48;16;11;24;47;0.172579;0.126161;0.0823373;0.0598005;0.0457406
"MR. WHITE
</b>                 When you're annoying as hell, I
                 care a lot.";0.36663220822811127;24;16;48;47;11;0.103115;0.0953554;0.0685493;0.0640139;0.035599
"JOE
</b>                 Give me my book.";0.39848033711314201;24;16;48;47;11;0.120741;0.0960475;0.0929807;0.0455517;0.0431594
"MR. WHITE
</b>                 You gonna put it away?";0.50752411223948002;48;16;11;24;42;0.226339;0.119072;0.0907371;0.0407546;0.030622
"JOE
</b>                 I'm gonna do whatever I wanna do
                 with it.";0.43776088953018188;48;11;16;31;24;0.172595;0.0994586;0.0617795;0.0523846;0.0515432
"MR. WHITE
</b>                 Well, then, I'm afraid I'm gonna
                 have to keep it.";0.27770871296525002;48;46;34;39;45;0.0720083;0.0552064;0.0547422;0.050127;0.0456249
"MR. BLONDE
</b>                 Joe, you want me to shoot him for
                 you?";0.56397664360702038;42;11;16;48;24;0.358088;0.0614396;0.0605576;0.0536242;0.0302674
"MR. WHITE
</b>                 Shit, you shoot me in a dream, you
                 better wake up and apologize.";0.64197450503706932;42;48;11;46;55;0.349788;0.133297;0.113287;0.0247271;0.0208757
"NICE GUY EDDIE
</b>                 Have you guys been listening to K-
                 BILLY's super sounds of the
                 seventies weekend?";0.55289040505886078;16;24;48;11;47;0.246218;0.100069;0.0911501;0.0619748;0.0534789
"MR. PINK
</b>                 Yeah, it's fuckin great isn't it?";0.39138777181506157;48;16;11;24;47;0.107665;0.0905051;0.0861512;0.0679257;0.0391409
"NICE GUY EDDIE
</b>                 Can you believe the songs they
                 been playin?";0.55461046099662781;16;24;48;11;47;0.197329;0.123852;0.121223;0.059662;0.0525446
"MR. PINK
</b>                 No, I can't.  You know what I
                 heard the other day?  ""Heartbeat -
                 It's Lovebeat,"" by little Tony
                 DeFranco and the DeFranco Family.
                 I haven't heard that since I was
                 in fifth fuckin grade.";0.23030617833137512;11;24;42;51;48;0.0527937;0.0485121;0.0437267;0.0434443;0.0418294
"NICE GUY EDDIE
</b>                 When I was coming down here, I was
                 playin it.  And ""The Night the
                 Lights Went Out in Georgia"" came
                 on.  Now I ain't heard that song
                 since it was big, but when it was
                 big, I heard it a million-
                 trillion times.  I'm listening to
                 it this morning, and this was the
                 first time I ever realized that
                 the lady singing the song, was the
                 one who killed Andy.";0.35602337494492531;16;48;11;31;33;0.10329;0.0793768;0.071716;0.0527326;0.0489082
"MR. BLUE
</b>                 You didn't know Vicki Lawrence
                 killed the guy?";0.31381841003894806;42;48;51;41;16;0.123201;0.0568179;0.0467792;0.046148;0.0408727
"NICE GUY EDDIE
</b>                 I thought the cheatin wife shot
                 Andy.";0.30005279928445816;16;42;22;33;25;0.140961;0.0434991;0.0407969;0.0385477;0.0362484
"MR. BLONDE
</b>                 They say it in the song.";0.62686641700565815;48;11;16;24;47;0.275797;0.152664;0.0975838;0.0727991;0.0280229
"NICE GUY EDDIE
</b>                 I know, I heard it.  I musta zoned
                 out whenever that part came on
                 before.  I thought when she said
                 that little sister stuff, she was
                 talkin about her sister- in-law,
                 the cheatin wife.";0.23781201615929604;16;33;54;20;53;0.0748901;0.0501353;0.0388137;0.0374317;0.0365413
"JOE
</b>                 No, she did it.  She killed the
                 cheatin wife, too.";0.26616767421364784;48;11;42;24;40;0.0666652;0.0584411;0.0553819;0.0451125;0.0405669
"MR. PINK
</b>                 You know the part in ""Gypsies,
                 Tramps and Theives,"" when she says
                 ""Poppa woulda shot his if he knew
                 what he'd done?""  I could never
                 figure out what he did.

       The table laughs.  The WAITRESS comes over to the table.
       She has the check, and a pot of coffee.";0.34536385536193848;11;24;48;16;47;0.102863;0.0769194;0.0682772;0.0490181;0.0482864
"WAITRESS
</b>                 Can I get anybody more
                 coffee.";0.4030473381280899;48;11;16;24;63;0.184411;0.0920076;0.0525949;0.037495;0.0365393
"JOE
</b>                 No, we're gonna be hittin it.
                 I'll take care of the check.

       She hands the bill to him.";0.4254448413848877;48;11;58;13;63;0.125589;0.124392;0.0664683;0.0620152;0.0469808
"WAITRESS
</b>                 Here ya go.  Please pay at the
                 register, if you wouldn't mind.";0.50704678148031235;16;11;48;24;30;0.259775;0.0734997;0.0688026;0.0607684;0.0442011
"JOE
</b>                 Sure thing.";0.77047429606318474;48;16;24;11;47;0.470961;0.102823;0.0810086;0.0769605;0.0387212
"WAITRESS
</b>                 You guys have a wonderful day.

       They all mutter equivalents.  She exits and Joe stands up.";0.52767646312713623;24;16;47;11;30;0.193415;0.164793;0.077333;0.0576709;0.0344648
"JOE
</b>                 I'll take care of this, you guys
                 leave the tip.
                         (to Mr. White)
                 And when I come back, I want my
                 book back.";0.35111673921346664;11;48;24;63;47;0.141057;0.0970521;0.044896;0.0373862;0.0307254
"MR. WHITE
</b>                 Sorry, it's my book now.";0.4952799379825592;48;24;11;16;47;0.252876;0.0784244;0.0726741;0.0520162;0.0392897
"JOE
</b>                 Blonde, shoot this piece of shit,
                 will ya?

       Mr. Blonde shoots Mr. White with his finger.  Mr White
       acts shot.  Joe exits.";0.44319514557719231;42;11;24;48;51;0.229422;0.0742165;0.0536024;0.0451777;0.0407767
"NICE GUY EDDIE
</b>                Okay, everybody cough up green for
                the little lady.

       Everybody whips out a buck, and throws it on the table.
       Everybody, that is, except Mr. White.";0.24535322934389114;11;42;58;24;16;0.0580324;0.0528661;0.0462502;0.0459681;0.0422364
"NICE GUY EDDIE
</b>                 C'mon, throw in a buck.";0.66758483275771141;16;24;48;47;33;0.485024;0.0874003;0.0361518;0.0300448;0.0289636
"MR. WHITE
</b>                 Uh-uh.  I don't tip.";0.46350233629345894;48;11;16;56;42;0.227921;0.102732;0.0694954;0.0340193;0.0293343
"NICE GUY EDDIE
</b>                 Whaddaya mean you don't tip?";0.5642627626657486;16;24;53;54;22;0.448338;0.042344;0.0250336;0.0244353;0.0241117
"MR. WHITE
</b>                 I don't believe in it.";0.61606366187334061;48;11;16;13;24;0.387914;0.123008;0.0393192;0.0333043;0.0325181
"NICE GUY EDDIE
</b>                 You don't believe in tipping?";0.59197201952338219;16;24;47;33;53;0.430515;0.0798084;0.028075;0.0271985;0.0263747
"MR. PINK
</b>                         (laughing)
                 I love this kid, he's a madman,
                 this guy.";0.43031959235668182;24;11;47;16;48;0.159911;0.074234;0.0716276;0.0638701;0.0606771
"MR. BLONDE
</b>                 Do you have any idea what these
                 ladies make?  They make shit.";0.3681781217455864;48;24;16;11;63;0.116499;0.0763862;0.0741703;0.0625522;0.0385699
"MR. WHITE
</b>                 Don't give me that.  She don't
                 make enough money, she can quit.

       Everybody laughs.";0.41369570046663284;11;48;42;24;56;0.157266;0.127868;0.0577253;0.036926;0.0339107
"NICE GUY EDDIE
</b>                 I don't even know a Jew who'd have
                 the balls to say that.  So let's
                 get this straight. You never ever
                 tip?";0.32682875916361809;33;58;57;16;40;0.0947009;0.078789;0.0660702;0.0487185;0.0385502
"MR. WHITE
</b>                 I don't tip because society says I
                 gotta.  I tip when somebody
                 deserves a tip.  When somebody
                 really puts forth an effort, they
                 deserve a little something extra.
                 But this tipping automatically,
                 that shit's for the birds.  As far
                 as I'm concerned, they're just
                 doin their job.";0.41535741090774536;48;11;13;30;41;0.168127;0.0928065;0.0840442;0.0355221;0.0348575
"MR. BLUE
</b>                 Our girl was nice.";0.56134448572993279;16;24;47;48;33;0.263936;0.152964;0.0583367;0.0500726;0.0360354
"MR. WHITE
</b>                 Our girl was okay.  She didn't do
                 anything special.";0.2709558866918087;16;24;48;46;22;0.096206;0.0571435;0.0474197;0.0376245;0.0325623
"MR. BLONDE
</b>                 What's something special, take ya
                 in the kitchen and suck your dick?

       They all laugh.";0.29612816870212555;11;48;24;51;63;0.106642;0.0540781;0.0527181;0.0439201;0.03877
"NICE GUY EDDIE
</b>                 I'd go over twelve percent for
                 that.";0.48937973007559776;16;24;33;48;47;0.229974;0.0948698;0.0742777;0.0471745;0.0430833
"MR. WRITE
</b>                 Look, I ordered coffee.  Now we've
                 been here a long fuckin time, and
                 she's only filled my cup three
                 times.  When I order coffee,  I
                 want it filled six times.";0.25992777571082115;11;48;32;16;24;0.0860793;0.0617652;0.0384475;0.0373569;0.0362789
"MR. BLONDE
</b>                 What if she's too busy?";0.43015705794095993;16;48;24;46;47;0.181797;0.0893668;0.0844629;0.0410902;0.0334404
"MR. WHITE
</b>                 The words ""too busy"" shouldn't be
                 in a waitress's vocabulary.";0.19878900051116943;24;13;16;33;50;0.0454388;0.0397764;0.0389371;0.0381826;0.0364542
"NICE GUY EDDIE
</b>                 Excuse me, Mr. White, but the last
                 thing you need is another cup of
                 coffee.

       They all laugh.";0.24273521080613136;33;16;54;53;50;0.0765941;0.0509789;0.0440301;0.0374218;0.0337103
"MR. WHITE
</b>                 These ladies aren't starvin to
                 death.  They make minimum wage.
                 When I worked for minimum wage, I
                 wasn't lucky enough to have a job
                 that society deemed tipworthy.";0.35542481392621994;42;16;32;55;37;0.131343;0.0856365;0.0467896;0.0467777;0.044878
"NICE GUY EDDIE
</b>                 Ahh, now we're getting down to it.
                 It's not just that he's a cheap
                 bastard--";0.27017933130264282;16;32;55;58;53;0.0806862;0.0552714;0.0527306;0.0448658;0.0366254
"MR. ORANGE
</b>                 --It is that too--";0.32244757190346718;48;24;63;16;11;0.0937384;0.0697377;0.0600838;0.0549204;0.0439673
"NICE GUY EDDIE
</b>                 --It is that too.  But it's also
                 he couldn't get a waiter job.  You
                 talk like a pissed off dishwasher:
                 ""Fuck those cunts and their
                 fucking tips.""";0.24453838542103767;33;54;16;40;50;0.0598624;0.0583804;0.0460096;0.0404983;0.0397877
"MR. BLONDE
</b>                 So you don't care that they're
                 counting on your tip to live?

       Mr. White rubs two of his fingers together.";0.31294701993465424;11;24;48;63;47;0.0881383;0.0731988;0.0550605;0.052751;0.0437983
"MR. WHITE
</b>                 Do you know what this is?  It's
                 the world's smallest violin,
                 playing just for the waitresses.";0.61692351475358009;11;48;24;16;51;0.357238;0.1575;0.0433894;0.0308921;0.0279039
"MR. BLONDE
</b>                 You don't have any idea what
                 you're talking about.  These
                 people bust their ass. This
                 is a hard job.";0.17514488287270069;24;42;51;40;37;0.0463857;0.0356916;0.0331818;0.0301681;0.0297176
"MR. WHITE
</b>                 So's working at McDonald's, but
                 you don't feel the need to tip
                 them.  They're servin ya food, you
                 should tip em.  But no, society
                 says tip these guys over here, but
                 not those guys over there.  That's
                 bullshit.";0.20864216238260269;44;31;54;50;33;0.0451045;0.0445583;0.0441199;0.0406305;0.0342289
"MR. ORANGE
</b>                 They work harder than the kids at
                 McDonald's.";0.40802813693881035;16;48;57;11;24;0.136184;0.0927931;0.0766245;0.0595027;0.042924
"MR. WHITE
</b>                 Oh yeah, I don't see them cleaning
                 fryers.";0.46900205127894878;11;48;31;42;30;0.185258;0.180959;0.0388446;0.0327527;0.031187
"MR. BROWN
</b>                 These people are taxed on the tips
                 they make.  When you stiff 'em,
                 you cost them money.";0.49239436164498329;48;11;42;24;13;0.218056;0.158615;0.0503081;0.0356387;0.0297768
"MR. BLONDE
</b>                 Waitressing is the number one
                 occupation for female non-college
                 graduates in this country.  It's
                 the one jab basically any woman
                 can get, and make a living on.
                 The reason is because of tips.";0.22417090460658073;24;30;42;11;31;0.0559829;0.0495589;0.046567;0.0376277;0.0344344
"MR. WHITE
</b>                 Fuck all that.

       They all laugh.";0.47825760766863823;48;11;42;24;13;0.183911;0.120045;0.0734019;0.0646733;0.0362262
"MR. WHITE
</b>                 Hey, I'm very sorry that the
                 government taxes their tips.
                 That's fucked up.  But that ain't
                 my fault.  it would appear that
                 waitresses are just one of the
                 many groups the government fucks
                 in the ass on a regular basis.
                 You show me a paper says the
                 government shouldn't do that, I'll
                 sign it.  Put it to a vote, I'll
                 vote for it.  But what I won't do
                 is play ball.  And this non-
                 college bullshit you're telling
                 me, I got two words for that:
                 ""Learn to fuckin type.""  Cause if
                 you're expecting me to help out
                 with the rent, you're in for a big
                 fuckin surprise.";0.19236999005079269;16;30;22;33;48;0.0516528;0.0390894;0.0356463;0.0340608;0.0319206
"MR. ORANGE
</b>                 He's convinced me.  Give me my
                 dollar back.

       Everybody laughs.  Joe's comes back to the table.";0.33638750016689301;11;48;24;42;31;0.107437;0.0984776;0.0487642;0.0474461;0.0342631
"JOE
</b>                 Okay ramblers, let's get to
                 rambling.  Wait a minute, who
                 didn't throw in?";0.32638717442750931;16;48;11;25;41;0.114597;0.078118;0.0592787;0.0379718;0.0364216
"MR. ORANGE
</b>                 Mr. White.";0.65911562740802765;48;24;11;16;47;0.234438;0.148859;0.114172;0.106147;0.0554987
"JOE
</b>                         (to Mr. Orange)
                 Mr. White?
                         (to Mr. White)
                 Why?";0.23197332769632339;25;51;22;0;11;0.0571588;0.0480642;0.0442681;0.0413083;0.041174
"MR. ORANGE
</b>                 He don't tip.";0.497750174254179;48;16;11;24;42;0.245082;0.102491;0.0896653;0.0342838;0.0262276
"JOE
</b>                         (to Mr. Orange)
                 He don't tip?
                         (to Mr. White)
                 You don't tip?  Why?";0.22716494649648666;51;32;11;25;55;0.0573394;0.0474655;0.041719;0.0406243;0.0400167
"MR. ORANGE
</b>                 He don't believe in it.";0.52293773740530014;48;11;24;16;47;0.235709;0.0965213;0.0810361;0.0718609;0.0378104
"JOE
</b>                         (to Mr. Orange)
                 He don't believe in it?
                         (to Mr. White)
                 You don't believe in it?";0.23007256537675858;11;24;63;48;51;0.0566977;0.0489352;0.0449865;0.0398445;0.0396087
"MR. ORANGE
</b>                 Nope.";0.3487379290163517;16;48;56;24;39;0.114793;0.0783276;0.0609912;0.0488879;0.0457382
"JOE
</b>                         (to Mr. Orange)
                 Shut up!
                         (to Mr. White)
                 Cough up the buck, ya cheap
                 bastard, I paid for your goddamn
                 breakfast.";0.30927640944719315;11;39;48;42;63;0.0972627;0.0762593;0.0593571;0.0396609;0.0367365
"MR. WHITE
</b>                 Because you paid for the
                 breakfast, I'm gonna tip.
                 Normally I wouldn't.";0.35579495504498482;48;11;16;24;42;0.113707;0.0891581;0.060999;0.0524764;0.0394543
"JOE
</b>                 Whatever.  Just throw in your
                 dollar, and let's move.
                         (to Mr. Blonde)
                 See what I'm dealing with here.
                 Infants.  I'm fuckin dealin with
                 infants.

       The eight men get up to leave.  Mr. White's waist is in
       the F.G.  As he buttons his coat, for a second we see he's
       carrying a gun.  They exit Uncle Bob's Pancake House,
       talking amongst themselves.";0.3958495706319809;11;48;63;24;31;0.127664;0.110362;0.0650815;0.0505871;0.0421551
"2      EXT. UNCLE BOB'S PANCAKE HOUSE - DAY
</b>";0.87249793112277985;24;16;47;48;8;0.374635;0.298933;0.176948;0.0115658;0.0104159
"CREDIT SEQUENCE:
</b>
       When the credit sequence is finished, we    FADE TO BLACK:

       Over the BLACK we hear the sound of SOMEONE SCREAMING in
       agony.

       Under the screaming, we hear the sound of a car HAULING
       ASS, through traffic.

       Over the screams and the traffic noise, we hear SOMEBODY";0.27729381993412971;24;58;11;51;63;0.085186;0.0554209;0.0471937;0.0452013;0.044292
"ELSE SAY:
</b>";0.65913186222314835;16;48;24;47;11;0.226214;0.20476;0.111901;0.0664657;0.0497909
"SOMEBODY ELSE (OS)
</b>                 Just hold on buddy boy.

       Somebody stops screaming long enough to say:";0.42715824395418167;24;48;16;11;47;0.109649;0.0970393;0.0877409;0.0839447;0.0487847
"SOMEBODY (OS)
</b>                 I'm sorry.  I can't believe
                 she killed me.  Who would've
                 fuckin thought that?";0.31780096888542175;42;46;34;45;32;0.0816432;0.0698508;0.0670361;0.052543;0.0467278
"CUT TO:
</b>";0.57261460274457932;48;16;24;11;47;0.214941;0.183925;0.0651926;0.0596571;0.0488997
"3      INT. GETAWAY GAR (MOVING) - DAY
</b>
       The Somebody screaming is Mr. Orange.  He lies in the
       backseat.  He's been SHOT in the stomach.  BLOOD covers
       both him and the backseat.

       Mr. White is the Somebody Else.  He's behind the wheel of
       the getaway car.  He's easily doing 80 mph, dodging in and
       out of traffic.  Though he's driving for his life, he
       keeps talking to his wounded passenger in the backseat.

       They are the only two in the car.";0.25606106966733932;24;16;11;55;42;0.0772268;0.064518;0.0462194;0.0355359;0.032561
"MR. WHITE
</b>                 Hey, just cancel that shit right
                 now!  You're hurt.  You're hurt
                 really fucking bad, but you ain't
                 dying.";0.35038483887910843;46;34;32;55;37;0.135697;0.0673072;0.0574104;0.0503578;0.0396125
"MR. ORANGE
</b>                         (crying)
                 All this blood is scaring the shit
                 outta me.  I'm gonna die, I know
                 it.";0.37382632493972778;52;51;34;46;42;0.0853108;0.0847325;0.0781975;0.0677584;0.0578272
"MR. WHITE
</b>                 Oh excuse me, I didn't realize you
                 had a degree in medicine.  Are you
                 a doctor?  Are you a doctor?
                 Answer me please, are you a
                 doctor?";0.37399277091026306;11;39;48;55;25;0.118992;0.117557;0.054967;0.0439979;0.0384791
"MR. ORANGE
</b>                 No, I'm not!";0.31953637674450874;48;16;56;11;55;0.0879767;0.0776601;0.0574173;0.0482976;0.0481848
"MR. WRITE
</b>                 Ahhhh, so you admit you don't know
                 what you're talking about.  So if
                 you're through giving me your
                 amateur opinion, lie back and
                 listen to the news.  I'm taking
                 you back to the rendezvous, Joe's
                 gonna get you a doctor, the
                 doctor's gonna fix you up, and
                 you're gonna be okay.  Now say it:
                 you're gonna be okay.  Say it:
                 you're gonna be okay!

       Mr. Orange doesn't respond.  Mr. White starts pounding on
       the steering wheel.";0.38818517327308655;11;48;16;42;54;0.172919;0.11933;0.0413003;0.0296594;0.024976
"MR. WHITE
</b>                 Say-the-goddamn-words: you're
                 gonna be okay!";0.25775750353932381;11;24;16;48;47;0.0607713;0.0556865;0.0485309;0.0473669;0.0454019
"MR. ORANGE
</b>                 I'm okay.";0.58582787960767746;16;24;48;47;11;0.337616;0.088426;0.0719073;0.0490956;0.0387828
"MR. WHITE
</b>                         (softly)
                 Correct.";0.49552198126912117;48;16;24;11;47;0.150538;0.133825;0.107256;0.063327;0.0405761
"4      INT. WAREHOUSE - DAY
</b>
       The CAMERA does a 360 around an empty warehouse.  Then the
       door swings open, and Mr. White carries the bloody body of
       Mr. Orange inside.

       Mr. Orange still is MOANING loudly from his bullet hit.

       Mr. White lays him down upon a mattress on the floor.";0.22528210654854774;16;24;55;42;52;0.0636607;0.0584732;0.0380896;0.0345684;0.0304903
"MR. WHITE
</b>                 Just hold on buddy boy.  Hold on,
                 and wait for Joe.  I can't do
                 anything for you, but when Joe
                 gets here, which should be anytime
                 now, he'll be able to help you.
                 We're just gonna sit here, and
                 wait for Joe.  Who are
                 we waiting for?";0.30795987695455551;39;56;48;11;42;0.0803076;0.0680185;0.0603077;0.0600206;0.0393055
