Text;Top5%;Emoji_1;Emoji_2;Emoji_3;Emoji_4;Emoji_5;Pct_1;Pct_2;Pct_3;Pct_4;Pct_5
"WAITRESS
</b>                         Can I get anybody anymore coffee?";0.47045091539621353;48;16;11;41;31;0.22263;0.112949;0.0710299;0.0350835;0.0287583
"YOUNG WOMAN
</b>                         Oh yes, thank you.

               The Waitress pours the Young Woman's coffee. The Young Man 
               lights up another cigarette.";0.43181469663977623;11;48;24;16;47;0.17996;0.117529;0.0590611;0.039041;0.0362239
"YOUNG MAN
</b>                         I'm doin' fine.

               The Waitress leaves. The Young Man takes a drag off of his 
               smoke.

               The Young Woman pours a ton of cream and sugar into her 
               coffee.

               The Young Man goes right back into it.";0.51875787973403931;11;48;24;16;31;0.239388;0.163485;0.0423609;0.037755;0.0357686
"YOUNG MAN
</b>                         I mean the way it is now, you're 
                         takin' the same fuckin' risk as when 
                         you rob a bank. You take more of a 
                         risk. Banks are easier!  Federal 
                         banks aren't supposed to stop you 
                         anyway, during a robbery. They're 
                         insured, why should they care? You 
                         don't even need a gun in a federal 
                         bank. I heard about this guy, walked 
                         into a federal bank with a portable 
                         phone, handed the phone to the teller, 
                         the guy on the other end of the phone 
                         said: ""We got this guy's little girl, 
                         and if you don't give him all your 
                         money, we're gonna kill 'er.""";0.52370555326342583;11;48;42;13;51;0.168752;0.155269;0.131175;0.0402055;0.0283032
"YOUNG WOMAN
</b>                         Did it work?";0.5307689793407917;16;48;24;11;31;0.30319;0.114118;0.0441563;0.04186;0.0274445
"YOUNG MAN
</b>                         Fuckin' A it worked, that's what I'm 
                         talkin' about! Knucklehead walks in 
                         a bank with a telephone, not a pistol, 
                         not a shotgun, but a fuckin' phone, 
                         cleans the place out, and they don't 
                         lift a fuckin' finger.";0.52223250456154346;11;48;31;42;13;0.253919;0.164805;0.0378124;0.0374143;0.0282818
"YOUNG WOMAN
</b>                         Did they hurt the little girl?";0.48881816491484642;48;46;16;22;11;0.166644;0.116112;0.115875;0.0458835;0.0443033
"YOUNG MAN
</b>                         I don't know. There probably never 
                         was a little girl – the point of the 
                         story isn't the little girl. The 
                         point of the story is they robbed 
                         the bank with a telephone.";0.25929147377610207;16;22;47;48;24;0.090849;0.0456341;0.0411225;0.0409714;0.0407145
"YOUNG WOMAN
</b>                         You wanna rob banks?";0.41600706428289413;42;16;24;48;11;0.154949;0.0882118;0.0592881;0.0576011;0.0559568
"YOUNG MAN
</b>                         I'm not sayin' I wanna rob banks, 
                         I'm just illustrating that if we 
                         did, it would be easier than what we 
                         been doin'.";0.40012297779321671;11;48;24;13;42;0.135521;0.112161;0.0534271;0.0501891;0.0488252
"YOUNG WOMAN
</b>                         So you don't want to be a bank robber?";0.27806196361780167;42;16;51;48;22;0.0740925;0.0608731;0.0569373;0.0441386;0.0420204
"YOUNG MAN
</b>                         Naw, all those guys are goin' down 
                         the same road, either dead or servin' 
                         twenty.";0.34643308445811272;48;42;11;51;13;0.0928177;0.0876465;0.08282;0.046874;0.0362749
"YOUNG WOMAN
</b>                         And no more liquor stores?";0.31768534332513809;16;22;48;34;46;0.140748;0.0610565;0.0425789;0.0367212;0.0365808
"YOUNG MAN
</b>                         What have we been talking about? 
                         Yeah, no more-liquor-stores. Besides, 
                         it ain't the giggle it usta be. Too 
                         many foreigners own liquor stores. 
                         Vietnamese, Koreans, they can't 
                         fuckin' speak English. You tell 'em: 
                         ""Empty out the register,"" and they 
                         don't know what it fuckin' means. 
                         They make it too personal. We keep 
                         on, one of those gook motherfuckers' 
                         gonna make us kill 'em.";0.23910639807581902;11;16;54;50;31;0.0638887;0.0602309;0.0469082;0.0359467;0.032132
"YOUNG WOMAN
</b>                         I'm not gonna kill anybody.";0.40595098957419395;16;48;42;11;51;0.139167;0.0861416;0.0778783;0.0566869;0.0460776
"YOUNG MAN
</b>                         I don't wanna kill anybody either. 
                         But they'll probably put us in a 
                         situation where it's us of them. And 
                         if it's not the gooks, it these old 
                         Jews who've owned the store for 
                         fifteen fuckin' generations. Ya got 
                         Grandpa Irving sittin' behind the 
                         counter with a fuckin' Magnum. Try 
                         walkin' into one of those stores 
                         with nothin' but a telephone, see 
                         how far it gets you. Fuck it, forget 
                         it, we're out of it.";0.2777494415640831;42;13;48;16;24;0.0908321;0.0537497;0.0506337;0.0481245;0.0344094
"YOUNG WOMAN
</b>                         Well, what else is there, day jobs?";0.6731390506029129;16;48;24;11;22;0.286923;0.239317;0.0806514;0.0398561;0.0263918
"YOUNG MAN
</b>                              (laughing)
                         Not this life.";0.2803572416305542;16;48;24;11;42;0.0803363;0.0741882;0.0435607;0.0413854;0.0408865
"YOUNG WOMAN
</b>                         Well what then?

               He calls to the Waitress.";0.43746309541165829;16;48;11;24;42;0.14115;0.124272;0.0907143;0.0507255;0.0306009
"YOUNG MAN
</b>                         Garcon! Coffee!

               Then looks to his girl.";0.36285269260406494;24;16;47;54;31;0.135739;0.0996815;0.0563271;0.0375943;0.0335105
"YOUNG MAN
</b>                         This place.

               The Waitress comes by, pouring him some more.";0.55043428763747215;16;24;48;11;47;0.212377;0.133828;0.114913;0.0514794;0.0378376
"WAITRESS
</b>                              (snotty)
                         ""Garcon"" means boy.

               She splits.";0.2425176277756691;48;11;16;51;24;0.0525414;0.0521172;0.0486139;0.0465859;0.0426592
"YOUNG WOMAN
</b>                         Here? It's a coffee shop.";0.41500967741012573;16;24;54;47;30;0.221838;0.088136;0.0433164;0.0311359;0.0305833
"YOUNG MAN
</b>                         What's wrong with that? People never 
                         rob restaurants, why not? Bars, liquor 
                         stores, gas stations, you get your 
                         head blown off stickin' up one of 
                         them. Restaurants, on the other hand, 
                         you catch with their pants down. 
                         They're not expecting to get robbed, 
                         or not as expecting.";0.28102221339941025;48;55;22;37;32;0.067473;0.0606527;0.0580391;0.0484344;0.046423
"YOUNG WOMAN
</b>                              (taking to idea)
                         I bet in places like this you could 
                         cut down on the hero factor.";0.39674609154462814;48;16;11;51;24;0.177024;0.0805184;0.0720097;0.0352056;0.0319889
"YOUNG MAN
</b>                         Correct. Just like banks, these places 
                         are insured. The managers don't give 
                         a fuck, they're just tryin' to get 
                         ya out the door before you start 
                         pluggin' diners.  Waitresses, forget 
                         it, they ain't takin' a bullet for 
                         the register. Busboys, some wetback 
                         gettin' paid a dollar fifty a hour 
                         gonna really give a fuck you're 
                         stealin' from the owner. Customers 
                         are sittin' there with food in their 
                         mouths, they don't know what's goin' 
                         on. One minute they're havin' a Denver 
                         omelet, next minute somebody's 
                         stickin' a gun in their face.

               The Young Woman visibly takes in the idea. The Young Man 
               continues in a low voice.";0.41824972629547119;48;11;16;13;24;0.159622;0.119822;0.0608609;0.0405236;0.0374207
"YOUNG MAN
</b>                         See, I got the idea last liquor store 
                         we stuck up. 'Member all those 
                         customers kept comin' in?";0.22038364037871361;39;16;11;42;48;0.0464702;0.0453601;0.0442608;0.0427257;0.0415668
"YOUNG WOMAN
</b>                         Yeah.";0.59931391477584839;16;48;24;11;47;0.197412;0.174115;0.107596;0.0734819;0.0467093
"YOUNG MAN
</b>                         Then you got the idea to take 
                         everybody's wallet.";0.2964275274425745;16;48;24;11;42;0.0874164;0.0789405;0.0505797;0.0488695;0.0306215
"YOUNG WOMAN
</b>                         Uh-huh.";0.71091503277420998;16;48;24;47;11;0.234664;0.207811;0.136996;0.0747962;0.0566485
"YOUNG MAN
</b>                         That was a good idea.";0.5244063176214695;16;48;24;47;11;0.229802;0.124195;0.0942564;0.0422776;0.0338755
"YOUNG WOMAN
</b>                         Thanks.";0.74717870354652405;16;24;47;48;30;0.532389;0.0979276;0.0535468;0.0443205;0.0189944
"YOUNG MAN
</b>                         We made more from the wallets then 
                         we did the register.";0.40837859734892845;16;48;24;11;47;0.116383;0.0956387;0.0896179;0.0579624;0.0487763
"YOUNG WOMAN
</b>                         Yes we did.";0.63564780540764332;16;24;47;48;11;0.321935;0.152921;0.0760508;0.0559122;0.028829
"YOUNG MAN
</b>                         A lot of people go to restaurants.";0.45708303153514862;16;24;48;47;11;0.175129;0.105682;0.0895724;0.0490991;0.0376002
"YOUNG WOMAN
</b>                         A lot of wallets.";0.51961705088615417;16;48;24;11;47;0.174803;0.135695;0.108495;0.0512196;0.0494045
"YOUNG MAN
</b>                         Pretty smart, huh?

               The Young Woman scans the restaurant with this new 
               information.

               She sees all the PATRONS eating, lost in conversations. The 
               tired WAITRESS, taking orders. The BUSBOYS going through the 
               motions, collecting dishes. The MANAGER complaining to the 
               COOK about something. A smiles breaks out on the Young Woman's 
               face.";0.26601171866059303;41;54;31;50;44;0.0995027;0.0521772;0.0400019;0.0380414;0.0362884
"YOUNG WOMAN
</b>                         Pretty smart.
                              (into it)
                         I'm ready, let's go, right here, 
                         right now.";0.57165782153606415;11;48;24;63;31;0.245592;0.207089;0.0524723;0.0368616;0.0296431
"YOUNG MAN
</b>                         Remember, same as before, you're 
                         crowd control, I handle the employees.";0.43742995336651802;48;11;24;16;47;0.118969;0.109448;0.0971347;0.0653363;0.0465424
"YOUNG WOMAN
</b>                         Got it.

               They both take out their .32-caliber pistols and lay them on 
               the table. He looks at her and she back at him.";0.6535942330956459;42;48;11;13;24;0.460807;0.0569443;0.0537469;0.0500605;0.032035
"YOUNG WOMAN
</b>                         I love you, Pumpkin.";0.66259023174643517;24;47;16;8;23;0.251628;0.168792;0.155836;0.0470704;0.0392639
"YOUNG MAN
</b>                         I love you, Honey Bunny.

               And with that, Pumpkin and Honey Bunny grab their weapons, 
               stand up and rob the restaurant. Pumpkin's robbery persona 
               is that of the in-control professional. Honey Bunny's is 
               that of the psychopathic, hair-triggered, loose cannon.";0.4673745185136795;24;42;47;8;63;0.12717;0.125352;0.10236;0.0568903;0.0556018
"PUMPKIN
</b>                              (yelling to all)
                         Everybody be cool this is a robbery!";0.44183748587965965;42;11;48;51;31;0.173169;0.101825;0.0980597;0.0348841;0.0338998
"HONEY BUNNY
</b>                         Any of you fuckin' pricks move and 
                         I'll execute every one of you 
                         motherfuckers!  Got that?";0.32640390843153;42;58;37;55;32;0.131115;0.0794831;0.0415688;0.0393262;0.0349105
"CUT TO:
</b>";0.49852761998772621;16;48;24;47;11;0.178556;0.158602;0.0620775;0.0497987;0.0494941
"CREDIT SEQUENCE:
</b>";0.43480481579899788;16;24;48;47;11;0.144719;0.0998442;0.0951472;0.0621297;0.0329644
"""PULP FICTION""
</b>";0.55815988034009933;48;11;16;42;51;0.297652;0.103191;0.0764797;0.0431847;0.0376529
"INT. '74 CHEVY (MOVING) – MORNING
</b>
               An old gas guzzling, dirty, white 1974 Chevy Nova BARRELS 
               down a homeless-ridden street in Hollywood. In the front 
               seat are two young fellas – one white, one black – both 
               wearing cheap black suits with thin black ties under long 
               green dusters. Their names are VINCENT VEGA (white) and JULES 
               WINNFIELD (black). Jules is behind the wheel.";0.38936157152056694;11;24;48;47;30;0.111422;0.106174;0.0924025;0.0407095;0.0386536
"JULES
</b>                         – Okay now, tell me about the hash 
                         bars?";0.20721772685647011;48;11;41;51;25;0.0515057;0.0428836;0.0377319;0.0376339;0.0374625
"VINCENT
</b>                         What so you want to know?";0.60785821825265884;16;48;24;11;47;0.223443;0.178402;0.0954284;0.0672569;0.0433283
"JULES
</b>                         Well, hash is legal there, right?";0.46634318120777607;16;48;24;11;50;0.231019;0.0951236;0.0571874;0.052195;0.0308182
"VINCENT
</b>                         Yeah, it's legal, but is ain't a 
                         hundred percent legal. I mean you 
                         can't walk into a restaurant, roll a 
                         joint, and start puffin' away. You're 
                         only supposed to smoke in your home 
                         or certain designated places.";0.25456076487898827;11;48;13;50;54;0.0767915;0.0663235;0.0397853;0.0359939;0.0356665
"JULES
</b>                         Those are hash bars?";0.30324352532625198;24;16;48;41;63;0.0757316;0.0687149;0.0613351;0.0509665;0.0464955
"VINCENT
</b>                         Yeah, it breaks down like this: it's 
                         legal to buy it, it's legal to own 
                         it and, if you're the proprietor of 
                         a hash bar, it's legal to sell it. 
                         It's legal to carry it, which doesn't 
                         really matter 'cause – get a load of 
                         this – if the cops stop you, it's 
                         illegal for this to search you. 
                         Searching you is a right that the 
                         cops in Amsterdam don't have.";0.20327495783567429;33;16;24;48;30;0.0553638;0.0481451;0.0365287;0.03361;0.0296275
"JULES
</b>                         That did it, man – I'm fuckin' goin', 
                         that's all there is to it.";0.48090032860636711;48;11;13;31;40;0.182133;0.158191;0.0533545;0.0439807;0.0432415
"VINCENT
</b>                         You'll dig it the most. But you know 
                         what the funniest thing about Europe 
                         is?";0.24472034722566605;16;24;53;20;54;0.079663;0.046643;0.0421439;0.0410263;0.0352442
"JULES
</b>                         What?";0.43295916542410851;16;24;48;47;11;0.16257;0.106774;0.0806701;0.050303;0.0326419
"VINCENT
</b>                         It's the little differences. A lotta 
                         the same shit we got here, they got 
                         there, but there they're a little 
                         different.";0.29054737463593483;48;13;11;24;16;0.082026;0.0535437;0.0525919;0.0518026;0.0505831
"JULES
</b>                         Examples?";0.45518920570611954;24;16;48;47;63;0.16022;0.126779;0.0667918;0.0614312;0.0399668
"VINCENT
</b>                         Well, in Amsterdam, you can buy beer 
                         in a movie theatre. And I don't mean 
                         in a paper cup either. They give you 
                         a glass of beer, like in a bar. In 
                         Paris, you can buy beer at 
                         MacDonald's. Also, you know what 
                         they call a Quarter Pounder with 
                         Cheese in Paris?";0.40214468166232109;16;48;11;31;54;0.148487;0.106329;0.075645;0.0372628;0.0344209
"JULES
</b>                         They don't call it a Quarter Pounder 
                         with Cheese?";0.32687938213348389;16;24;48;39;47;0.131155;0.0650426;0.0516721;0.0438673;0.0351425
"VINCENT
</b>                         No, they got the metric system there, 
                         they wouldn't know what the fuck a 
                         Quarter Pounder is.";0.27056514099240303;48;13;42;11;55;0.0699369;0.0587143;0.0513374;0.0503563;0.0402203
"JULES
</b>                         What'd they call it?";0.38806056976318359;48;16;24;41;11;0.116441;0.109618;0.0615802;0.0553816;0.0450401
"VINCENT
</b>                         Royale with Cheese.";0.53801797330379486;24;48;16;47;11;0.195848;0.143183;0.0684174;0.0675127;0.0630568
"JULES
</b>                              (repeating)
                         Royale with Cheese. What'd they call 
                         a Big Mac?";0.24877675250172615;22;16;25;42;39;0.0671855;0.0487067;0.045685;0.0448009;0.0423987
"VINCENT
</b>                         Big Mac's a Big Mac, but they call 
                         it Le Big Mac.";0.47278906404972076;48;11;24;13;42;0.175907;0.121431;0.0704708;0.057211;0.0477692
"JULES
</b>                         Le Big Mac. What do they call a 
                         Whopper?";0.31615439802408218;11;48;24;51;22;0.103392;0.0983676;0.0388283;0.0379078;0.0376587
"VINCENT
</b>                         I dunno, I didn't go into a Burger 
                         King.  But you know what they put on 
                         french fries in Holland instead of 
                         ketchup?";0.24396708607673645;16;36;54;24;31;0.0739437;0.0506201;0.0407712;0.0398472;0.0387849
"JULES
</b>                         What?";0.43295916542410851;16;24;48;47;11;0.16257;0.106774;0.0806701;0.050303;0.0326419
"VINCENT
</b>                         Mayonnaise.";0.68204883113503456;48;24;11;16;47;0.337155;0.160504;0.080703;0.0545965;0.0490905
"JULES
</b>                         Goddamn!";0.44604925066232681;48;11;24;47;63;0.207753;0.0871015;0.075357;0.0423907;0.0334475
"VINCENT
</b>                         I seen 'em do it. And I don't mean a 
                         little bit on the side of the plate, 
                         they fuckin' drown 'em in it.";0.40257715061306953;11;48;41;16;39;0.14862;0.145167;0.0430183;0.0349058;0.0308659
"JULES
</b>                         Uuccch!";0.59602789580821991;24;48;16;47;11;0.178117;0.141013;0.140093;0.0896952;0.0471108
"CUT TO:
</b>";0.49852761998772621;16;48;24;47;11;0.178556;0.158602;0.0620775;0.0497987;0.0494941
"INT. CHEVY (TRUNK) – MORNING
</b>
               The trunk of the Chevy OPENS UP, Jules and Vincent reach 
               inside, taking out two .45 Automatics, loading and cocking 
               them.";0.33559244871139526;24;11;16;48;47;0.122917;0.0632231;0.0611777;0.0453742;0.0429008
"JULES
</b>                         We should have shotguns for this 
                         kind of deal.";0.27508377283811569;16;63;48;51;24;0.0664144;0.0578908;0.0553161;0.0518549;0.0436076
"VINCENT
</b>                         How many up there?";0.75458762422204018;16;48;24;11;47;0.30937;0.295745;0.0638277;0.0501805;0.0354652
"JULES
</b>                         Three or four.";0.4352700486779213;48;24;11;16;47;0.113415;0.109807;0.0769726;0.0714594;0.0636165
"VINCENT
</b>                         Counting our guy?";0.55112308263778687;16;24;48;47;11;0.203158;0.149777;0.0992281;0.0605988;0.038361
"JULES
</b>                         I'm not sure.";0.46442799642682076;16;48;24;22;47;0.200127;0.124861;0.060321;0.0445711;0.0345487
"VINCENT
</b>                         So there could be five guys up there?";0.30369686894118786;16;41;42;24;36;0.153177;0.0570672;0.0329998;0.030907;0.0295458
"JULES
</b>                         It's possible.";0.5570696983486414;16;24;48;47;63;0.2229;0.152166;0.0844419;0.0710129;0.0265488
"VINCENT
</b>                         We should have fuckin' shotguns.

               They CLOSE the trunk.";0.45398030430078506;42;11;48;44;51;0.209115;0.0713896;0.0578579;0.0578219;0.0577964
"CUT TO:
</b>";0.49852761998772621;16;48;24;47;11;0.178556;0.158602;0.0620775;0.0497987;0.0494941
"EXT. APARTMENT BUILDING COURTYARD – MORNING
</b>
               Vincent and Jules, their long matching overcoats practically 
               dragging on the ground, walk through the courtyard of what 
               looks like a hacienda-style Hollywood apartment building.

               We TRACK alongside.";0.73061587288975716;24;16;47;30;11;0.423236;0.14791;0.117446;0.0253659;0.0166574
"VINCENT
</b>                         What's her name?";0.56627707183361053;16;48;24;11;47;0.192106;0.131404;0.127643;0.0646004;0.0505239
"JULES
</b>                         Mia.";0.62156219780445099;24;16;48;47;11;0.173917;0.168567;0.156658;0.0779873;0.0444323
"VINCENT
</b>                         How did Marsellus and her meet?";0.60986978933215141;16;24;47;48;41;0.339267;0.13694;0.0642249;0.0494864;0.0199517
"JULES
</b>                         I dunno, however people meet people. 
                         She usta be an actress.";0.37236441671848297;16;24;47;54;63;0.165423;0.0936317;0.043454;0.0350156;0.0348403
"VINCENT
</b>                         She ever do anything I woulda saw?";0.26765795424580574;41;48;24;16;12;0.0654348;0.0573763;0.0520589;0.0497131;0.0430749
"JULES
</b>                         I think her biggest deal was she 
                         starred in a pilot.";0.3223750926554203;16;24;48;63;47;0.0916929;0.0865194;0.0525128;0.0488344;0.0428155
"VINCENT
</b>                         What's a pilot?";0.54685294628143311;48;16;11;24;47;0.185199;0.163315;0.0849327;0.0709623;0.042444
"JULES
</b>                         Well, you know the shows on TV?";0.61833979934453964;16;24;48;47;11;0.254627;0.171955;0.104472;0.0583716;0.028914
"VINCENT
</b>                         I don't watch TV.";0.55036117881536484;48;16;24;11;47;0.203172;0.197783;0.0771754;0.0363022;0.0359289
"JULES
</b>                         Yes, but you're aware that there's 
                         an invention called television, and 
                         on that invention they show shows?";0.27277767285704613;16;24;22;41;11;0.0751451;0.0687587;0.0472316;0.04516;0.0364824
"VINCENT
</b>                         Yeah.";0.64399934560060501;48;16;24;11;47;0.243876;0.141554;0.133292;0.07664;0.0486376
"JULES
</b>                         Well, the way they pick the shows on 
                         TV is they make one show, and that 
                         show's called a pilot. And they show 
                         that one show to the people who pick 
                         the shows, and on the strength of 
                         that one show, they decide if they 
                         want to make more shows. Some get 
                         accepted and become TV programs, and 
                         some don't, and become nothing. She 
                         starred in one of the ones that became 
                         nothing.

               They enter the apartment building.";0.39236922189593315;48;11;24;16;33;0.130653;0.0963083;0.0696575;0.0626683;0.0330819
"INT. RECEPTION AREA (APARTMENT BUILDING) – MORNING
</b>
               Vincent and Jules walk through the reception area and wait 
               for the elevator.";0.34765384718775749;24;16;47;63;31;0.114069;0.0823947;0.0514564;0.0511423;0.0485918
"JULES
</b>                         You remember Antwan Rockamora? Half-
                         black, half-Samoan, usta call him 
                         Tony Rocky Horror.";0.32138920202851295;24;51;42;11;47;0.118209;0.0658831;0.0518908;0.0452;0.0402067
"VINCENT
</b>                         Yeah maybe, fat right?";0.48063875362277031;16;48;24;47;11;0.24083;0.091204;0.0793802;0.0358321;0.0333927
"JULES
</b>                         I wouldn't go so far as to call the 
                         brother fat. He's got a weight 
                         problem.  What's the nigger gonna 
                         do, he's Samoan.";0.24173927307128906;22;41;48;25;55;0.0628364;0.0569332;0.0451995;0.0403749;0.0363952
"VINCENT
</b>                         I think I know who you mean, what 
                         about him?";0.32648724317550659;16;48;11;41;24;0.104404;0.0859565;0.0645314;0.0395805;0.0320151
"JULES
</b>                         Well, Marsellus fucked his ass up 
                         good.  And word around the campfire, 
                         it was on account of Marsellus 
                         Wallace's wife.

               The elevator arrives, the men step inside.";0.21055328100919724;48;33;11;16;24;0.046311;0.0462174;0.040721;0.039497;0.0378068
"INT. ELEVATOR – MORNING
</b>";0.49296661838889122;48;16;11;24;47;0.160599;0.151176;0.0726906;0.0711127;0.0373882
"VINCENT
</b>                         What'd he do, fuck her?";0.33062151074409485;48;41;11;51;16;0.129261;0.0684895;0.0594242;0.0389653;0.0344811
"JULES
</b>                         No no no no no no no, nothin' that 
                         bad.";0.4359407052397728;24;48;11;56;16;0.111493;0.11014;0.0740996;0.0722152;0.0679932
"VINCENT
</b>                         Well what then?";0.62822331115603447;16;48;24;47;11;0.294535;0.181828;0.0856216;0.033587;0.0326519
"JULES
</b>                         He gave her a foot massage.";0.45033816620707512;16;24;47;48;4;0.184749;0.129857;0.0705575;0.0388105;0.0263646
"VINCENT
</b>                         A foot massage?

               Jules nods his head: ""Yes.""";0.2413577027618885;24;16;47;25;53;0.0923212;0.0446317;0.0368063;0.0355778;0.0320207
"VINCENT
</b>                         That's all?

               Jules nods his head: ""Yes.""";0.2598104253411293;16;24;53;25;51;0.0872741;0.0696824;0.0354019;0.0339124;0.0335395
"VINCENT
</b>                         What did Marsellus do?";0.44236034899950027;16;48;24;22;47;0.215383;0.0988692;0.0584691;0.0352044;0.0344343
"JULES
</b>                         Sent a couple of guys over to his 
                         place.  They took him out on the 
                         patio of his apartment, threw his 
                         ass over the balcony.  Nigger fell 
                         four stories. They had this garden 
                         at the bottom, enclosed in glass, 
                         like one of them greenhouses – nigger 
                         fell through that. Since then, he's 
                         kinda developed a speech impediment.

               The elevator doors open, Jules and Vincent exit.";0.1999419778585434;16;33;24;39;34;0.0470251;0.0403478;0.0393189;0.0391747;0.0340755
"VINCENT
</b>                         That's a damn shame.";0.42053963243961334;48;16;11;51;22;0.173892;0.114626;0.0457929;0.0431785;0.0430502
"INT. APARTMENT BUILDING HALLWAY – MORNING
</b>
               STEADICAM in front of Jules and Vincent as they make a beeline 
               down the hall.";0.36587877944111824;24;16;47;31;30;0.146947;0.10019;0.043698;0.0417568;0.0332869
"VINCENT
</b>                         Still I hafta say, play with matches, 
                         ya get burned.";0.43977649882435799;48;11;42;24;16;0.192972;0.129933;0.0419257;0.0380709;0.0368749
"JULES
</b>                         Whaddya mean?";0.46872227638959885;16;24;48;22;47;0.255951;0.0671051;0.0631813;0.050679;0.0318061
"VINCENT
</b>                         You don't be givin' Marsellus 
                         Wallace's new bride a foot massage.";0.37475153431296349;16;24;47;48;33;0.144487;0.114579;0.0504599;0.0338631;0.031363
"JULES
</b>                         You don't think he overreacted?";0.37224257737398148;16;48;24;41;47;0.147408;0.0774068;0.0713403;0.0415176;0.0345696
"VINCENT
</b>                         Antwan probably didn't expect 
                         Marsellus to react like he did, but 
                         he had to expect a reaction.";0.28031827509403229;16;24;22;55;25;0.109404;0.049285;0.045904;0.0382982;0.0374273
"JULES
</b>                         It was a foot massage, a foot massage 
                         is nothing, I give my mother a foot 
                         massage.";0.32646264508366585;24;16;47;50;33;0.113488;0.0922202;0.0558082;0.0332261;0.0317198
"VINCENT
</b>                         It's laying hands on Marsellus 
                         Wallace's new wife in a familiar 
                         way. Is it as bad as eatin' her out 
                         – no, but you're in the same fuckin' 
                         ballpark.

               Jules stops Vincent.";0.28584678843617439;16;24;11;48;39;0.0738777;0.0640087;0.0517518;0.0500333;0.0461753
"JULES
</b>                         Whoa... whoa... whoa... stop right 
                         there.  Eatin' a bitch out, and givin' 
                         a bitch a foot massage ain't even 
                         the same fuckin' thing.";0.44122443720698357;38;11;48;56;42;0.148962;0.10971;0.0742547;0.0613506;0.0469473
