Text;Top5%;Emoji_1;Emoji_2;Emoji_3;Emoji_4;Emoji_5;Pct_1;Pct_2;Pct_3;Pct_4;Pct_5
"/--"" EXT - WOODS -- NIGHT
</b>
          It's night time and The Speck Brothers, astride HORSES, keep pushing
          their black skinned cargo forward.
          It's a very pitch black night, with only a few stars in the.sky to
          create a little top light. It's so dark, the Slavers use the creek.bed
          to keep from getting lost. Both Speck Brothers carry a lantern up on
          their horse, as. does Roy, the Slave in lead position on the chain gang.
          It's also a bitterly cold night, with the breath of the seven slaves,
          two slavers, and two horses creating clouds in the air. In fact the
          seven chained together Slaves, with the lead one holding a lantern, and
          all of them chugging out smoky breath, and. slightly moving in unison,
          resemble a human locomotive.
          The Slaves shiver from the cold on their shirtless backs, both Speck
          Brothers wear rawhide winter coats with white fur linings, and white
          fur collars.";0.617893286049366;24;16;47;57;58;0.258754;0.14294;0.114829;0.0673949;0.0339746
"WHEN...
</b>          .A SOUND and a SMALL LIGHT appears ahead of them on the road. This
          makes the Slave Traders stop their human live stock, and ready their
          rifles for possible trouble.";0.29273331165313721;55;32;37;44;38;0.0966239;0.0707548;0.046026;0.0402965;0.0390321
"3
</b>";0.75784651190042496;16;48;24;47;51;0.53752;0.0726411;0.0674358;0.0581477;0.0221022
"A BLACK HORSE
</b>          carrying a dressed in grey Rider, CLIP-CLOPS from the background to the
          foreground, illuminated by a glowing lantern that the Rider carries.";0.52369313687086105;24;16;63;47;48;0.204201;0.104719;0.0738474;0.0715279;0.0693981
"THE RIDER
</b>          appears to be a tenderfoot, due to his style of dress. A long grey
          winter'coat, over a grey three piece business suit, and a grey bowler
          hat on his head.";0.42888694256544113;24;16;47;63;48;0.197547;0.0891574;0.061773;0.0481683;0.0322418
"DICKY SPECK
</b>          Who's that stumblin around in the dark?
          State your business, or prepare to get
          winged!";0.34989537671208382;42;24;48;13;11;0.088236;0.0835421;0.0666568;0.0592603;0.0522002
"THE RIDER
</b>          Calm yourselves gentlemen, I mean you no
          harm. I'm simply a fellow weary traveler.
          The Rider dressed in business grey pulls his horse to a stop in front
          of the two Slavers, and their Slaves, lifting the lantern up to his
          face. He speaks with a slight German accent.";0.40337434038519859;24;42;48;11;47;0.161608;0.0812963;0.0618511;0.0524955;0.0461232
"THE RIDER
</b>          (to the Slavers)
          Good cold evening gentlemen.
          (to the shivering Slaves)
          Good evening-I'm looking for a pair of
          slave traders that go by the'name of
          The Speck Brothers. Might that be you?";0.30492017045617104;24;33;11;47;31;0.0944051;0.0768022;0.0490373;0.0459513;0.0387242
"ACE SPECK
</b>          Who wants to. know?";0.73058066889643669;16;48;24;47;11;0.322755;0.204706;0.0946524;0.0612352;0.047232
"THE RIDER
</b>          I do. I'm Dr. King Schultz, and this
          is my horse, Fritz.
          Fritz, does a little bow with his head, a neat trick the doctor taught
          him.";0.40799549221992493;24;48;11;47;63;0.123813;0.0890025;0.0873586;0.0631174;0.0447036
"DICKY SPECK
</b>          You a doctor?
          Dr.SCHULTZ
          Affirmative.";0.37094780988991261;24;16;47;11;30;0.153063;0.0929331;0.0655804;0.0312732;0.0280983
"DICKY SPECK
</b>          What kinda doctor?
          Dr.SCHULTZ
          Dentist. Are you The Speck Brothers, and did you
          purchase those men at The Greenville.Slave Auction?";0.24968827143311501;39;11;24;54;41;0.0774176;0.0643793;0.0371779;0.0359413;0.0347721
"ACE SPECK
</b>          So what?";0.55700434744358063;48;16;11;24;31;0.244932;0.177381;0.0657696;0.0363242;0.0325983
"LE
</b>          Dr.SCHULTZ
          So, I wish to parley with you.";0.59424721077084541;24;16;47;48;63;0.201631;0.178065;0.10578;0.0549431;0.0538286
"ACE SPECK
</b>          Speak English!
          Dr.SCHULTZ
          Oh, I'm sorry. Please forgive me, it is a
          second language. Amongst your inventory,
          I've been led to believe, is a specimen
          I'm keen to acquire.
          (to the slaves)
          Hello you poor devils. Is there one among
          you, who was formerly a resident of
          The Carrucan Plantation?
          Since Roy in lead position is the one holding the lantern, the second
          half of the slave centipede falls off into darkness. In the darkness a
          VOICE rings out;";0.32611066848039627;24;11;21;48;47;0.0958977;0.0669053;0.0632794;0.0567985;0.0432299
"DJANGO'S VOICE (OS)
</b>          I'm from The Carrucan Plantation.
          Dr.Schultz moves Fritz forward towards the darkness, raises his
          lantern, illuminating our hero Django.
          Dr.SCHULTZ
          Splendid! And what's your name young, man?";0.51628617942333221;24;11;48;47;16;0.207625;0.0902575;0.0842723;0.0701297;0.0640019
"DJANGO
</b>          Django.
          Dr.SCHULTZ
          Wunderbar! You're exactly the one I'm looking
          for. So tell me Django - by the way that's a
          amazing name - during your time at the
          Carrucan Plantation, did you come to know
          three overseers by the name of The Brittle
          Brothers?
          Django nods his head, yes.
          Dr.Schultz is delighted.
          Dr.SCHULTZ
          Big John, Ellis, and little brother Raj?";0.48452513664960861;11;48;24;31;33;0.217073;0.143396;0.0531248;0.0373522;0.0335801
"DJANGO
</b>          Dem da Brittle Brothers.
          Dr.SCHULTZ
          So Django, do you think you could recognize -
          ï¿½. The Speck Brothers have been watching this tenderfoot engage their
          Slave in polite conversation.. .with a touch of disbelief.";0.46378357335925102;11;48;24;47;42;0.126721;0.112221;0.109916;0.0650315;0.0498951
"ACE SPECK
</b>          Hey, stop talkin' to him like that!
          Dr.SCHULTZ
          Like what?";0.33557628840208054;55;32;37;42;38;0.105201;0.074132;0.0543259;0.052984;0.0489336
"ACE SPEC
</b>          Like that!
          Dr.SCHULTZ
          My good man, I'm simply trying to ascertain";0.34896882623434067;24;48;11;16;13;0.0896554;0.0825031;0.077847;0.0503811;0.0485823
"ACE SPECK
</b>          Speak English, goddamit!
          Dr.SCHULTZ
          Everybody calm down! I'm simply a customer
          trying to conduct a transaction.";0.24650277197360992;32;16;55;24;37;0.0578674;0.0525492;0.0517784;0.0433407;0.0409671
"ACE SPECK
</b>          I don't care, no sale. Now off wit ya!
          Dr.SCHULTZ
          Don't be ridiculous, of course they're for
          sale.
          Ace raises his rifle towards the German.";0.38133848458528519;48;11;16;13;24;0.121349;0.0998118;0.0628174;0.0506389;0.0467209
"ACE SPECK
</b>          Move it!
          Ace cocks back the rifle hammer.
          Dr.SCHULTZ
          My good man, did you simply get carried away
          with your dramatic gesture, or are you
          pointing that weapon at me with lethal
          intention...?";0.50099595263600349;42;11;48;16;24;0.164227;0.137029;0.112821;0.047115;0.0398029
"ACE SPECK
</b>          Last chance, fancy pants
          Dr.SCHULTZ
          - Very well -
           The doctor, throws his lantern to the ground, enveloping him in
          darkness.
          The next FLASH OF LIGHT we see is the good doctors PISTOL out of his
          holster, and FIRING point blank into Ace Specks face...
          .BLOWING the dumber dumb brother off his horse, dead in the dirt.

                         

                         

                         

                         
          Before Dicky can maneuver either his rifle or his horse in the Germans
          direction...";0.4219958558678627;24;48;11;16;33;0.13742;0.0888787;0.0855566;0.0617213;0.0484193
"BAM...
</b>          Dr.SCHULTZ SHOOTS his HORSE in the head...
          .The Steed goes down taking Dicky with him...
          When the dead weight horse lands on Dicky's slightly twisted leg, we
          hear TWO DISTINCT CRACKING SOUNDS.:..
          Dicky lets out a bitch like scream.
          The Slaves watch all this. They've never seen a white man kill another
          white man before.
          Dicky is pinned down under his ole paint.
          Django watches in the dark, the German climb down off his horse,
          pick up Ace's discarded lantern, and walk over to the remaining Speck.
          Dr.SCHULTZ
          Sorry about putting a bullet in your beast.
          But I didn't want you to do anything rash
          before you had a moment to come to your senses.
          Dr.Sch.ultz LIGHTS the lantern, illuminating himself, as he stands over
          Dicky's body.";0.30951410531997681;42;41;11;58;44;0.156104;0.0481072;0.0357494;0.0356817;0.0338716
"DICKY SPECK
</b>          You goddamn son of a bitch, you killed Ace!
          Dr.SCHULTZ.
          I only shot your brother, once he threatened
          to shoot me. And I do believe I have ...";0.40855080261826515;42;40;11;58;24;0.170776;0.0824739;0.0554222;0.0514019;0.0484771
"(COUNTING OUT
</b>";0.49736970663070679;16;48;24;47;63;0.252815;0.102483;0.0538857;0.0500737;0.0381116
"THE SLAVES)
</b>          .one, two, three, four, five, six,
          seven witnesses who can attest to that fact.";0.5645584724843502;48;11;42;13;44;0.24719;0.123601;0.0876074;0.0587679;0.0473929
"DICKY SPECK
</b>          My damn legs busted!
          Dr.SCHULTZ
          No doubt. Now, if you can keep your
          caterwauling down to a minimum, I'd like
          to finish my line of inquiry with young Django.";0.27429173514246941;16;24;33;32;55;0.0841493;0.0551451;0.0467055;0.0445476;0.0437441
"(TO DJANGO)
</b>          As I was saying, if you were to see
          the Brittle Brothers again, would you
          recognize them?";0.3823806457221508;16;41;24;31;47;0.206454;0.0517657;0.0504284;0.0388584;0.0348737
"DJANGO
</b>          Yes.

                         

                         

                         

                         
          Dr.SCHULTZ
          Now I'm sure. to you, all unshaven white men
          look alike. So Django, in a crowd of
          unshaven white men, can you honestly
          and positively point out The Brittle Brothers?";0.41448038443922997;24;16;47;30;33;0.154113;0.0987109;0.0644148;0.0577377;0.0395041
"DJANGO SPAGHETTI WESTERN FLASHBACK
</b>          We're in his little shack at the Carrucan Plantation. It's PISSING RAIN
          outside. Django is making love to his wife Broomhilda, when she stops
          letting out a shout. The three overseers known as THE BRITTLE BROTHERS
          are outside peeking in through the window. They BURST in through the
          front door. Soaked to the bone, they rodeo bull their way into the
          shack, and make the two slaves continue fucking for their amusement.
          As Django and Broomhilda are forced to copulate, they run their wet
          white hands down her chocolate leg.. .they fondle his ass.. .they squeeze
          her tit. . .they bring a belt across Django's backside to make him fuck
          faster. . .then they yank him off, as BIG JOHN climbs on top of
          Broomhilda..the other Brittle brothers whip Django with their belts,
          and make him sit in the corner, while they finish with his wife.";0.40993828698992729;33;24;42;47;16;0.116029;0.103971;0.0867216;0.0525748;0.0506413
"BACK TO DJANGO
</b>";0.55682683363556862;48;16;31;11;33;0.210061;0.187404;0.0708956;0.0517304;0.036736
"DJANGO
</b>          I can point 'em out.
          Dr.SCHULTZ
          Sold American! So Mr.Speck, how much for
          Django?";0.30243370682001114;42;54;48;33;31;0.0886674;0.0573095;0.0541506;0.0517457;0.0505604
"DICKY SPECK
</b>          I'm gonna lose this leg!
          Dr.SCHULTZ
          Yes, unless you find a talented physician
          very quickly, I'm afraid that will be the.
          end result. But back to business, how much
          do you want for Django?";0.23640802502632141;24;11;16;48;47;0.0764626;0.0487517;0.0419546;0.0348663;0.0343728
"DICKY SPECK
</b>          You go to hell!
          Dr.SCHULTZ
          Don't be silly. How much for Django?";0.27397921681404114;16;11;42;48;24;0.0760427;0.0588242;0.0510046;0.0456433;0.0424643
"DICKY SPECK
</b>          800 dollars!
          Dr.SCHULTZ
          Oh come now, I may not have the experience in
          the slave trade that you and your family does,
          but neither was I born yesterday.";0.20044668950140476;55;32;54;37;24;0.0497745;0.048443;0.0402288;0.0325619;0.0294385
"8
</b>          The. good doctor removes a pamphlet from his grey suit coat pocket.
          Dr.SCHULTZ
          In this most helpful pamphlet that I picked
          up at The Greenville Slave Auction, it says
          that the going rate for African flesh'
          - in particularly a field nigger -_is sixty
          to eighty dollars. Now handsome no doubt as
          Django is, technically, he is a field. nigger.
          Which according to""this pamphlet here - and
          why would they lie - puts his price at
          eighty dollars. So in light of that, how
          bout a hundred and twenty five dollars for
          young Django here.
          Dr.Schultz removes his long billfold from his pocket, and takes out a
          one hundred dollar bill, two tens and a fiver.
          Dr.SCHULTZ
          And since your late brother. won't be using
          it anymore, I'd like to purchase his nag.
          He removes a twenty dollar gold piece from his. pocket, and tosses it on
          Dicky's body. He bends down and, puts the paper money-.in the saddle bags
          on Dicky's dead horse. With.his hands in there, he roots around and
          finds the keys to-the leg irons. He unlocks Django's leg irons.
          Django is free.
          Dr.SCHULTZ
          There you go Django,. Give your ankles a good
          rubbing, then get up on that horse.
          Also, if I was you, I'd take that winter
          coat the dear departed Speck left behind.
          Django removes the coat from the dead slaver. Puts on the warm jacket
          over his bare back, and climbs up on Ace Specks horse.
          Dr.Schultz turns to Dicky on the ground.
          Dr.SCHULTZ
          Mr.Speck, I am afraid I will require a
          bill of sale. Do you have one?
          Dicky just curses him.
          He says, removing a notebook from his pocket;
          Dr.SCHULTZ
          I thought not. No worries, I come prepared.
          (as he writes)
          This will serve nicely as a bill of sale.
          (he stops, then
          says to Django)
          Django is spelled with a silent ""D"",
          is it not?";0.44450902193784714;16;24;33;47;54;0.179944;0.0951327;0.0949551;0.0373161;0.0371616
"9
</b>";0.75784651190042496;16;48;24;47;51;0.53752;0.0726411;0.0674358;0.0581477;0.0221022
"DJANGO
</b>          Huh?
          Dr.SCHULTZ
          Why not..
          He writes it in his book with a silent ""D"", then stops to admire the
          way it looks.
          Dr.SCHULTZ
          Yes, that does add a little character.
          The German dentist lowers himself by the Speck brother pinned down
          under his horse, and hands him the notebook and pen.
          Dr.SCHULTZ
          If you'd be so kind Speck, as to make your
          mark here.
          The. Hillbilly spits in the German gentleman's face. The good doctor
          wipes his face with a handkerchief. Then takes out a pocket knife.
          And whispers something that can't be heard in the slavers ear.
          He signs the bill of sale.
          Dr.SCHULTZ
          Mr.Speck, I would like to say it was a
          pleasure doing business with you, but your
          customer service leaves a lot to be desired.
          The good doctor climbs back up on Fritz, and looks to the six Slaves, in
          leg irons.
          Dr.SCHULTZ
          Now as to you poor devils.
          He tosses to Pudgy Ralph the keys to the shackles.
          Dr.SCHULTZ
          So as I.see it, when it comes to the subject
          of what to do next, you gentlemen have two
          choices. One, once I'm gone, you lift that
          beast off the remaining Speck, then carry him
          to the nearest town. Which would be at least
          thirty-seven miles back the way you came.
          Or ...
          .Two, you unshackle yourselves, take that
          rifle over there. . .put a bullet in his head,
          bury the two of them deep, and make your way
          to a more enlightened area of the country.
          The choice is yours.
          He's just about ready to ride off, when the good doctor adds;";0.24004802480340004;33;16;54;55;53;0.0539241;0.0506582;0.0490737;0.0455488;0.0408432
"0
</b>          Dr.SCHULTZ
          Oh, and on the off chance that there's
          any astronomy aficionados amongst you,
          the North Star is THAT ONE. Tata.
          He looks to Django, who doesn't know how to start his horse.
          Dr.SCHULTZ
          Just give him a little kick.
          Django does, and the horse responds by moving.
          Dr.SCHULTZ
          See, it's not so difficult.";0.50041728466749191;13;63;24;6;33;0.135612;0.121049;0.106194;0.0790818;0.0584805
"EXT - MORNING TEXAS LANDSCAPE - SUNRISE
</b>          The DAWN BREAKS on a western landscape. The two men ride their horses
          silently, horse hooves CLIP-CLOPPING among the rocks. Django wears
          Specks winter coat, with one of Dr.Schultz's white button down dress
          shirts underneath it. As they ride through the picturesque scene...
          Dr.Schultz breaks the silence.
          Dr.SCHULTZ
          So, Django, what do you intend to name him?";0.64319108426570892;24;47;11;48;16;0.358648;0.108078;0.0716127;0.0571826;0.0476694
"DJANGO
</b>          Who?
          Dr.SCHULTZ
          Your horse?";0.3051302544772625;16;24;31;30;41;0.0850123;0.0820519;0.0502692;0.0483184;0.0394785
"DJANGO
</b>          What horse?
          Dr.SCHULTZ'
          The horse you're riding.";0.36989356577396393;16;48;11;24;31;0.0867284;0.084707;0.0731533;0.072462;0.0528429
"DJANGO
</b>          This ain't my horse.
          Dr.SCHULTZ
          Yes it is.";0.40261587500572205;16;24;31;42;47;0.196153;0.0718684;0.0576397;0.0393274;0.0376275
"DJANGO
</b>          No it ain't, it's your horse. I'm just riding
          it.
          Dr.SCHULTZ
          Well, technically, yes - Wait a minute -
          technically not. If it's my horse, I can
          give it to you, and as of now, I'm doing such.
          Django, you're now the proud owner of a horse,
          congratulations.";0.39840899035334587;48;11;24;47;16;0.107517;0.100179;0.094291;0.0482392;0.0481827
"/1
</b>";0.52200733125209808;16;48;24;47;63;0.207387;0.104019;0.0934159;0.0763639;0.0408211
"DJANGO
</b>          I can't feed no horse. I can't put no horse
          up in no stable.
          Dr.SCHULTZ";0.48792825266718864;48;11;24;13;42;0.258098;0.116223;0.0435013;0.0353455;0.0347604
"(FRUSTRATED)
</b>          Don't worry about all that!
          They ride a bit longer in silence.. .the good doctor composes himself...
          then says with a smile;
          Dr.SCHULTZ
          So... . now that that's settled... . what do you
          intend to name it? Half the fun of having
          a horse is choosing his name. For instance
          my steed is named Fritz. He's stubborn,
          ornery, and prone to a bad disposition, but I
          couldn't do without him.
          (he pats Fritz's neck)
          Anyway, the name of one's steed, isn't
          something one does lightly. So once you've
          thought about it for awhile -";0.25180644541978836;16;55;24;32;37;0.0703206;0.0575698;0.0444752;0.0401895;0.0392514
"DJANGO
</b>          - Tony.
          Dr.SCHULTZ
          - Tony what?";0.40220063179731369;48;42;11;41;31;0.143675;0.0879457;0.0799765;0.0512445;0.0393592
"DJANGO
</b>          - I dunno, Tony the horse.
          Dr.SCHULTZ
          Oh, you mean you want to name your horse
          Tony?";0.35459800437092781;11;48;42;54;31;0.128265;0.07403;0.053116;0.0499474;0.0492397
"DJANGO
</b>          Yeah. That's what you jus' asked me, right?
          Dr.SCHULTZ
          When you're right you're right, indeed I did.
          Why Tony?";0.2871505431830883;11;48;33;31;16;0.0956485;0.0508808;0.0507089;0.0456347;0.0442776
"DJANGO
</b>          I gotta tell ya? You didn't tell me I gotta
          tell ya.
          As they continue to converse, they start heading downhill toward a
          western town. They pass by a sign that says; ""WELCOME TO DAUGHTREY,";0.39318543486297131;48;11;42;31;24;0.152058;0.141791;0.0360669;0.0326538;0.0306164
"TEXAS""
</b>";0.48333888873457909;48;16;11;24;47;0.18672;0.12045;0.0762544;0.0560524;0.0438623
"/Z
</b>          Dr.SCHULTZ
          Well I'm naturally curious, of course, but
          there's no reason you MUST tell me. In fact
          an air of mystery adds a dash of panache to
          any steed. And I do believe Tony wears it
          well. Good job Django, well done.";0.38026224449276924;24;16;47;63;30;0.145723;0.112946;0.0538223;0.0392462;0.028525
"EXT - THE WESTERN TOWN OF DAUGHTREY - MORNING
</b>          As the citizens of Daughtrey wake up, Django and Dr.Schultz ride Fritz
          and Tony through the main street of town..Daughtrey looks like a
          million western towns we've seen before in movies. But to the
          TOWNSPEOPLE of Daughtrey, Django and the German don't look like a
          million other visitors.
          Dr.SCHULTZ
          What's everybody staring at?";0.7753305658698082;24;47;16;11;48;0.523216;0.131886;0.0804771;0.0216613;0.0180898
"DJANGO
</b>          They never seen a nigger on a horse before.
          Dr.SCHULTZ
          What's this bizarre obsession they have
          with. you not riding horses?";0.44387619197368622;24;16;47;8;48;0.137299;0.114104;0.105187;0.0549511;0.0323353
"DJANGO
</b>          You askin' me?
          Dr.Schultz stops Fritz in front of a saloon, and dismounts. Django has
          a little trouble both stopping Tony and getting off him, but it gets
          done. Dr.Schultz keeps bombarding The Slave with questions.
          Dr.SCHULTZ
          So what other archaic rituals are you people
          verboten to take part in?
          As per usual with this white man, Django thinks; ""What""?
          Dr.SCHULTZ
          I'm just trying to get a clear idea on what
          you can do, and what you can't do, and if
          you can't do it, why can't you do it?
          Like for instance, what if we were to walk
          in this saloon here, sit down at a table,
          order a drink, and drink it?
          Would the authorities frown on that?";0.25570392236113548;42;33;53;22;12;0.0701472;0.061205;0.0427379;0.041925;0.0396888
"DJANGO
</b>          Hell yeah, they gonna frown.
          Dr.SCHULTZ
          What part would they find the most offensive?";0.2142040804028511;48;55;11;42;22;0.0469949;0.0466337;0.042869;0.039999;0.0377074
"13
</b>";0.75784651190042496;16;48;24;47;51;0.53752;0.0726411;0.0674358;0.0581477;0.0221022
"DJANGO
</b>          All of it. I can't be walkin' in no saloon.
          I can't be sittin' my ass on no chair,
          at no table. I can't be drinkin' no drink.
          And I definitely can't be sharin' no drink,
          with no white man, in public.
          Dr.SCHULTZ
          So if you and I did those things, that would
          be considered enough of a infraction to make
          the saloon keeper go get the sheriff?";0.54763393476605415;48;11;56;30;38;0.14973;0.145457;0.136397;0.0731597;0.0428905
"DJANGO
</b>          You bet your sweet ass they get the sheriff.
          The good doctor extends his hand towards the saloon entrance.
          Dr.SCHULTZ
          Well in that case Django, after you.";0.27720006182789803;33;31;24;13;42;0.0650199;0.0634983;0.0633382;0.042682;0.0426617
"DJANGO
</b>          Whoa - I ain't funnin, I can't go in there.
          Dr.SCHULTZ
          Django you're going to have to learn to trust
          me, and as the man said; ""There's no time
          like the,present.""
          He takes Django by the arm and leads him into the entryway of the
          establishment.";0.46175029501318932;42;11;48;51;31;0.152927;0.134325;0.118675;0.0298439;0.0259794
"INT - SALOON - MORNING
</b>          The nervous black slave and the confident German'dentist walk into the
          saloon.
          The SALOON KEEPER (PETE) is high up on a chair placed high up on a
          table, to change a candle in the saloons chandelier. His back is turned
          away from the two patrons.
          Dr.SCHULTZ
          Good morning inn keeper, two beers for two
          weary travelers.";0.36297759413719177;24;16;47;33;30;0.146737;0.0704734;0.0663699;0.0451301;0.0342668
"SALOON KEEPER
</b>          It',s still pretty early, we won't be open
          for about a hour. But by then we'll be
          servin' breakfast -
          He turns around and sees them.";0.32438357546925545;16;24;33;47;31;0.113943;0.0819929;0.0548644;0.0415367;0.0320465
"SALOON KEEPER
</b>          Whoa! What the hell you think you doin' boy,
          get that nigger outta here.";0.4063035286962986;11;48;30;42;55;0.134181;0.121014;0.064783;0.0466631;0.0396626
"IT
</b>";0.61286471039056778;16;48;24;47;11;0.361496;0.108673;0.0636058;0.0456011;0.0334894
"TIME CUT
</b>";0.57766749337315559;16;48;13;11;31;0.329592;0.13765;0.041367;0.0349635;0.0340952
"EXT - SALOON - MORNING
</b>          It's about five minutes later, and the Saloon Keeper comes running out
          of the bar to get the Sheriff.
          When Dr.Schultz, sitting at a table with the young Django, calls;
          Dr.SCHULTZ
          Inn keeper! Remember, get the sheriff, not
          the marshall. This wouldn't be the marshalls
          jurisdiction.'This is just a infraction,
          on what I assume is a simple county ordinance,
          and that would fall under the domain of the
          Sheriff.
          The Saloon Keeper runs away.
          The two men sit by themselves in the empty saloon.
          Dr.SCHULTZ
          It looks like we must act as our own bartender.
          The German stands up, and walks-behind the bar, and pours two beer's
          from the tap into mugs. Django remains seated, and after a beat, asks;";0.536196019500494;24;47;16;11;48;0.254975;0.115638;0.110029;0.0319444;0.0236097
"DJANGO
</b>          What kinda dentist are you?
          This makes the doctor laugh, as he pours the beer's.
          Dr.SCHULTZ
          I haven't practiced dentistry in five years -
          Not to say once I know you better, I wouldn't
          like to get a look at that mouth - I'm sure
          it's a disaster - But these days I practice
          a new profession ... . Bounty Hunter.
          This gets no reaction from Django.
          Dr.SCHULTZ
          Do you know what a Bounty Hunter is?
          The Black Man shakes his head, no.
          As the good doctor, walks back to the table carrying the mugs of beer,";0.39335455372929573;24;47;11;16;8;0.153287;0.0876756;0.0635783;0.0497977;0.0390156
"HE EXPLAINS;
</b>          Dr.SCHULTZ
          Well the way the slave trade deals in
          human lives for cash, a bounty hunter,
          deals in corpses.";0.32977673038840294;24;47;16;44;30;0.136013;0.0573234;0.0530245;0.0467643;0.0366514
"15
</b>          Dr.SCHULTZ (CONT'D)
          The state places a bounty on a man's head.
          I track that man, I find that man, I kill
          that man. After I've killed him, I transport
          that man's corpse back to the authorities -
          and sometimes that's easier said then done.
          I show that corpse to the authorities -
          proving, yes indeed, I have truly killed him
          - At which point, the authorities pay me
          the bounty.
          (lifting his beer)
          Cheers.
          The two men touch glasses, and take a drink.";0.47907939180731773;24;16;47;11;48;0.186935;0.132398;0.0675394;0.0494654;0.0427422
"DJANGO
</b>          What's a bounty?
          Dr.SCHULTZ
          It's like a reward.";0.32013966143131256;48;11;33;42;31;0.0798136;0.0766396;0.0558891;0.0558053;0.051992
"DJANGO
</b>          You kill people and they give you a reward?
          Dr.SCHULTZ
          Certain people, yes.";0.31880234181880951;42;33;16;24;13;0.106791;0.0697409;0.0523519;0.0512396;0.0386789
"DJANGO
</b>          White people?
          Dr.SCHULTZ
          Mostly. A few Mexicans. Couple Chinamen.";0.33717780187726021;24;16;33;30;47;0.108766;0.0851502;0.0487066;0.047714;0.0468408
